Code Apogée;Code EC;Libellé;ECTS;Heures CM;Groupes CM;Heures TD;Groupes TD;Heures TP;Groupes TP
8IUES1;1;Bases diététiques;;0;0;110;1;0;0
8IUNS2;2;Nutritiion et APS;;75;1;0;0;0;0
8IUNS3;3;Atelier nutrition;;0;0;35;1;0;0
